Kategori_Cyberbullying,Text_Preprocessed,Text_Tweet
Umpatan Kasar & Binatang,reinkarnasi tayang jg anime kampang,2 reinkarnasi belum tayang jg itu anime kampang
Umpatan Kasar & Binatang,biar kicback makan ijo kampang korup,ya biar ada kicback buat makanan ijo2 kampang korup lah
Umpatan Kasar & Binatang,lu aje bot ama kampang,"Lu aje boti, tanya ama diri sendiri lah kenapa, kampang."
Umpatan Kasar & Binatang,halah ngentot emang lu hetero gak normal tuh temen lu tuh monyet nyebarin sakit anak perempuan goblok mati aja lu anjing hetero salah idiot anak anjing,"halah ngentot, emang lu hetero juga pada gak normal kok, tuh temen lu tuh monyet, nyebarin penyakit ke anak kecil sama perempuan, goblok, mati aja lu anjing hetero itu salah, idiot anak anjing."
Umpatan Kasar & Binatang,ngentot wkwkkwk,ngentot lah wkwkkwk
Umpatan Kasar & Binatang,ngentot beli pod zonk mulu skrg ct gua gak detect device,"Ngentot, beli pod zonk mulu  skrg ct gua gak ke detect sama device"
Umpatan Kasar & Binatang,lu yg cari gara gara temen gua ngentot bot anjing wujud knjt mulut kya betina gblk tolol anjing ih mikir dek kalo mw viralin org beking bener bocah dongo kya lu pantes musnah hama dunia tau ga peler puncak komedi bgt sial,"lu kali yg cari gara gara sama temen gua ngentot, boti anjing wujud knjt tapi mulut kya betina gblk tolol anjing ih. mikir dulu dek kalo mw viralin org bekingan dia banyak, bener ya bocah dongo kya lu lebih pantes dimusnahkan hama dunia tau ga peler puncak komedi bgt sialan"
Umpatan Kasar & Binatang,aaowkaowk lu aja bodoh solusi jaman jebot nikah ngentot doang,"aaowkaowk lu sama aja bodohnya, solusi dari jaman jebot, nikah buat ngentot doang"
Umpatan Kasar & Binatang,ngentot,ngentot lah
Umpatan Kasar & Binatang,ngentot lu anjing adu domba fans gr aka,Ngentot lu anjing yang adu domba fans GR sama AKA
Umpatan Kasar & Binatang,gak tau ngentot,Gak tau lah ngentot
Umpatan Kasar & Binatang,benerin sistem coretax lu jing bayar pake pajak rakyat nyusahin bangsat inget akhirat anjing yg bener ngentot,"benerin sistem coretax lu dong jing! dibayar pake pajak rakyat jangan nyusahin bangsat 
@DitjenPajakRI
 inget akhirat anjing kerja yg bener ngentot"
Umpatan Kasar & Binatang,lu ngentot wkwkwk ga suka abai wkwk,Lu yang ngentot wkwkwk. Ga suka bisa diabaikan wkwk
Umpatan Kasar & Binatang,pedofil sih an tahun ngentot bocil ingus ehm,Pedofil itu apa sih? Orang 50an tahun yang ngentot bocil ingusan kan? Ehm
Umpatan Kasar & Binatang,oh pantesan otak lg mampet banget dah thn gk ngentot,Oh pantesan otakku lg mampet banget dah 3 thn gk ngentot 
Umpatan Kasar & Binatang,istril kontol mati aja binatang,istril kontol mati aja sana binatang
Umpatan Kasar & Binatang,kontol ny sgtu kg,Kontol ny kecil kali sgtu 65 kg
Umpatan Kasar & Binatang,kontol,kontol
Umpatan Kasar & Binatang,ahli lunbisa bhasa arab coba lu tunjukn bukti asli manuskrip ga mending gereja sono nyepong kontol pendeta hahahaa,"Ahli apa, lunbisa bhasa arab? Coba lu tunjuk8n bukti asli manuskripnya bisa ga? Mending ke gereja Sono nyepong kontol pendeta hahahaa"
Umpatan Kasar & Binatang,lu ga oke ituu kontol wkwkwkw,lu ga se oke ituu kontol wkwkwkw
Umpatan Kasar & Binatang,taun rugi bgt aspek kontol,Taun ini rugi besar bgt dari semua aspek kontol
Umpatan Kasar & Binatang,boomu dimasukin kontol,boomu dimasukin 2 kontol
Umpatan Kasar & Binatang,akgae kontol,akgae kontol
Umpatan Kasar & Binatang,jevan kontol lu,jevan kontol lu
Umpatan Kasar & Binatang,ga sadar kontol,Ga sadar diri kontol
Umpatan Kasar & Binatang,akwkw bunga kontol,akwkw bunga kontol
Umpatan Kasar & Binatang,pln dongo kontol,pln dongo kontol
Umpatan Kasar & Binatang,memek hitam jembel gtu,Bisa ya memek nya hitam berjembel gtu 
Umpatan Kasar & Binatang,deket rumah jual nasi peceljam rame bgt murah punantri guaehh tbtb rombong mobil isi lakigua gua yg udah antri langkahin cuyitu bikinin semuaalasan makan dih memek,"di deket rumah ada orang jualan nasi pecel,jam 6:20 rame bgt murah pun,antri lah gua,ehh tbtb ada rombongan mobil isi 4 orang bapak bapak sama Laki,gua sama belakang gua yg udah pada antri di langkahin cuy,itu 4 bapak di bikinin semua,alasan nya? karena makan di tempat
dih memek"
Umpatan Kasar & Binatang,samaaaa ken bgt memek ak sumpel kontol,"samaaaa, pengen bgt memek ak disumpel kontol"
Umpatan Kasar & Binatang,hubung sm memek kering anj,APA HUBUNGANNYA SM MEMEK DIA KERING ANJ
Umpatan Kasar & Binatang,najis gw mas doyan memek,"najis, gw masi doyan memek"
Umpatan Kasar & Binatang,semarang panas banget memek najis,semarang panas banget memek najis.
Umpatan Kasar & Binatang,seru transparan tembus pandang liat memek tya,Serulah.. Transparan tembus pandang bisa liat memek tya
Umpatan Kasar & Binatang,alah memek br sen mixue ujan deres,alah memek br mau pesen mixue malah ujan deres
Umpatan Kasar & Binatang,hahaha baguss knp si org dongo kek gin yg saldo sisa sgitu anjir klo gapunya duit diem aja gosah minjem kampung gituin nder,HAHAHA BAGUSS KNP SI ORG2 DONGO KEK GINI YG SALDONYA SISA SGITU MASIH DIMINTA ANJIR KLO GAPUNYA DUIT DIEM AJA GOSAH MINJEM KAMPUNG GITUIN NDER
Umpatan Kasar & Binatang,najis anjing dongo,NAJIS ANJING KERJA DONGO
Umpatan Kasar & Binatang,si kocak banget tatang dongo iyuhhh pantes rame banget, apaan si kocak banget Tatang dongo iyuhhh. Pantes rame banget
Umpatan Kasar & Binatang,yg blg gw bahas kata lo kocak poin gw pas mrk tp disambungin pas jd pahlawan dongo,"Yg blg masih kecil disini siapa? Gw bahas perkataan lo kocak, dari awal poin gw pas mrk masih kecil tp disambung2in sama pas jd pahlawan, kan dongo ya "
Umpatan Kasar & Binatang,batak gak tholol yah dongo,Batak kalau gak tholol yah dongo
Umpatan Kasar & Binatang,yg usil bin dongo yg ngebully kmaren,Yg paling usil bin dongo yg ngebully kmaren
Umpatan Kasar & Binatang,dongo nalar lu gak sampe army ngelakuin baik bilang yg monyet nalar yg bener lu minimal ambil pake dah biar gak dongo,"dongo nalar lu gak sampe. 
army ngelakuin kebaikan bukan berarti bilang yg lain enggak ya monyet, bernalar dulu yg  bener lu minimal ambil pake C dah biar gak dongo amat"
Umpatan Kasar & Binatang,dongo la liga top ucl on going udah dapet supercopa bisaya bilang puasa gelar gausah fans barca kalo oon dah,"Dongo
Di la liga masih top 1
Di ucl masih on going
Udah dapet supercopa

Kok bisa bisaya bilang puasa gelar lagi
Gausah jadi fans barca kalo oon dah"
Umpatan Kasar & Binatang,dongo banget wajah unyu,Dongo banget wajahnya tapi unyu
Umpatan Kasar & Binatang,dongo bgt opini,waduh dongo bgt opini nya
Umpatan Kasar & Binatang,emang dongo,emang dongo
Umpatan Kasar & Binatang,apple to apple donk lo aja ama israhell diplomat dongo,Terus masalah nya.. apple to apple donk.. Lo aja Ama israhell.. diplomat dongo
Umpatan Kasar & Binatang,lu kalo dongo aja kabinet gemoy isi tolol sampe jk turun gunung,"lu kalo dongo sendirian aja.

kabinet gemoy isinya orang tolol semua sampe pak JK turun gunung."
Umpatan Kasar & Binatang,nggak kumpulin main grade kaya aja main kelas asia udah mumpuni sebenernya kemaren aja lolos dasar aja patrick kluivert dongo,"Nggak perlu kumpulin pemain grade S, kaya pada mau aja.

Pemain kita untuk kelas Asia yang sekarang udah mumpuni sebenernya, kemaren aja hampir lolos, dasarnya aja Patrick Kluivert yang dongo."
Umpatan Kasar & Binatang,afrikalu lu pikir negara miskin gak sdm pinter dongo ye negara afrika kek zimbabwe,Afrikalu lu pikir negara miskin dan gak ada SDM pinter? Dongo ye dikira negara Afrika kek Zimbabwe semua.
Umpatan Kasar & Binatang,mas kl dungu tlg diam aja hakim jokowi hadir ngarti perdata wakil olh acara,"Mas, kl dungu tlg diam aja, kapan pernah hakim minta jokowi hadir? Ngarti kasus perdata? Diwakilkan olh pengacara"
Umpatan Kasar & Binatang,klo dungu jgn nyiriiin donk islam bicara tauhid saint klo cerdas pst fahaam,"Klo dungu jgn nyiriiin donk...
Islam bicara Tauhid hingga Saint. Klo cerdas pst fahaam."
Umpatan Kasar & Binatang,hina ahyanis tamu yg gg tau malu dn ambisi berkuasamau cmn gratis aj gg modal tp jd pejabatpengikutnya dungu,"Ini Penghinaan buat AHY,,,anis itu hanya tamu yg gg tau malu dn ambisi mau berkuasamau nya cmn gratisan aj gg bermodal tp mau jd pejabatpengikutnya juga DUNGU"
Umpatan Kasar & Binatang,otak tuh dungu kagak tau seop otak org jepang china blum tau org jepang china tau sumbar aja berani statement kyak gtu klo udah tau cerdas org jepang china udah bentuk usia nyadar org bodoh dunia,"Otak dia tuh yang dungu kagak tau se-OP apa otak org Jepang & China. Dia blum tau org Jepang & China cuma taunya Sumbar aja berani statement kyak gtu. Klo dia udah tau kecerdasan org Jepang & China udah terbentuk dari sejak usia dini, dia bakalan baru nyadar org bodoh sedunia"
Umpatan Kasar & Binatang,narasi lu receh bangat ga mutu hnya org dungu yg lu prank,"Narasi lu receh bangat, ga mutu. Hnya org dungu yg bisa lu prank."
Umpatan Kasar & Binatang,ngomong apas lu adab kristen lgi pimpin bkn adab lu nyadar dungu,"ngomong apasi lu peradaban Kristen saat ini lgi memimpin bkn peradaban lu, nyadar diri dungu"
Umpatan Kasar & Binatang,agama dungu,"Makin beragama , makin dungu "
Umpatan Kasar & Binatang,termul dungujunjungan lo yg bikin rusak seemua fundamental bangsa negara jnjdasar rusak mental etika lo,Termul dungu...junjungan lo yg bikin rusak seemua fundamental bangsa n negara jnj...dasar rusak mental n etika lo
Umpatan Kasar & Binatang,dungu,Dungu
Umpatan Kasar & Binatang,lu dungu,"Terus ini apa?

Terus lu kelihatan dungu nya."
Umpatan Kasar & Binatang,wkwkwkwkwkkwkw konsep jalan agama terap negara dasar dungu jadi manusia adat istiadat pegang agama persis kaum dungu jilat abib agus agus,"Wkwkwkwkwkkwkw konsep menjalankan agama sendiri di terapkan di negara orang lain,, dasar dungu... Menjadikan manusia dan adat istiadat sebagai pegangan agama,, persis kaum dungu penjilat abib dan aGus aGus"
Umpatan Kasar & Binatang,lu ngatain gw goblok lu ngaku klo lu dungu balas lu jaga warung waspada labu tipu coba lu jual jalur lintas terminal habis dagang lu dungu tp ga dpt duit,"Lu ngatain gw goblok?
LU NGAKU sendiri klo lu DUNGU dibalasan lu
""Penjaga warung kurang waspada hingga bisa dikelabui penipu""
Coba lu jualan di jalur lintas atau diterminal.
Jelas habis dagangan lu, DUNGU.., tp ga dpt duit."
Umpatan Kasar & Binatang,kampret kah ht,KAMPRET NAIK LAGI KAH INI HT #CUMAEVOS 
Umpatan Kasar & Binatang,hoax aja luh kampret,Hoax aja Luh kampret
Umpatan Kasar & Binatang,jujurly beneran tayang dramatis lebih mentas anak kampret gue tuh kayak nonton film kocak saking dramatis tuh dialog,"Jujurly, kalau itu beneran tayang, dramatisnya melebihi pementasan anak² kampret, gue tuh kayak lagi nonton film kocak saking dramatisnya tuh dialog"
Umpatan Kasar & Binatang,podium aja sulit kampret,podium aja sulit kampret
Umpatan Kasar & Binatang,jehi ganteng banget kampret gakuat,jehi ganteng banget kampret gakuat
Umpatan Kasar & Binatang,emang kampret si bos,Emang kampret si bos
Umpatan Kasar & Binatang,eh si kampret enih,eh si kampret enih
Umpatan Kasar & Binatang,kampret,kampret
Umpatan Kasar & Binatang,malam shock dekat lelaki kampret,BARU SEMALAM AKU SHOCK SAMA DIA KARENA DIDEKATI LELAKI KAMPRET 
Umpatan Kasar & Binatang,mobil kampret,Mobil kampret
Umpatan Kasar & Binatang,woi redbull yg bnr tim kampret,Woi redbull yg bnr lah tim kampret
Umpatan Kasar & Binatang,iya krn cashflow bagus ditumbalin nalangin whoos wkwk kampret emang daop yg relasi jkt jog,Iya krn cashflow bagus ditumbalin buat nalangin whoos wkwk kampret emang. Daop 6 itu yg relasi jkt jog ya?
Umpatan Kasar & Binatang,kampret ig tau nge ss,KAMPRET TERNYATA IG KETAUAN NGE SS
Umpatan Kasar & Binatang,kampret bgt kampret wifi kampret,Kampret bgt kampret wifi kampret
Umpatan Kasar & Binatang,si tua pagi pagi salting kampret,"Tapi si tua nya pagi pagi malah salting, kampret  

#OnlyFriendsDreamOnEP5"
Umpatan Kasar & Binatang,gimana aman rumit bobol gitu aja si kampret niat,"gimana bisa keamanan yang begitu rumit, di bobol gitu aja? berarti si kampret niat "
Umpatan Kasar & Binatang,emang kampret banget hobby,Emang kampret banget hobby ini
Umpatan Kasar & Binatang,kampretos momentos gue keram perut hari rumah gilir pergi dapet day pagipagi dhlh,"kampretos momentos adalah gue keram perut 5 harian di rumah, giliran hari ini pergi langsung dapet day1 pagi-pagi dhlh"
Umpatan Kasar & Binatang,trs sedih krn ngeliatin snap org jd pikir how to survive this college life hehehehehehe bingung bgt kampretos sedih,"trs sejauh ini, 26-27 aku balik sedih lagi. mungkin krn ngeliatin snap org² juga ya. aku jd memikirkan how to survive this college life hehehehehehe.  aku bingung bgt kampretos sedih"
Umpatan Kasar & Binatang,emang kampretos nomos untung aku emang makan hahhahah,"Emang, kampretos nomos.
Untung akunya emang belum makan. 
Hahhahah"
Umpatan Kasar & Binatang,woakeaowkeawoek ajig tewewew tewewew kitu,woakeaowkeawoek ajig di tewewew tewewew kitu
Umpatan Kasar & Binatang,bro wajib inih,"Bro 
@hendiextian
 wajib lihat yang satu inih..!!"
Umpatan Kasar & Binatang,el kampretos pioli botak ngeselinnya sm marco tardelli,El kampretos pioli botak. 11-12 ngeselinnya sm Marco Tardelli.
Umpatan Kasar & Binatang,kirain naga haji tau kampretos,Kirain 9 naga/9 haji.. taunya 9 kampretos
Umpatan Kasar & Binatang,amane elu gw nuduh enggakenggak ma si tajima elu bikin kampretos,"Amane: elu ya... dulu gw pernah nuduh enggak-enggak ma si Tajima itu, sekarang elu mau bikin hal yang sama 2X? Kampretos "
Umpatan Kasar & Binatang,dm reset gara salah passwordemang kampretos,Dm ke reset gara2 salah password..emang kampretos 
Umpatan Kasar & Binatang,huweee ayaankk mang kampretos ntu main tembak aj,Huweee ayaankk  mang kampretos ntu  main asal tembak aj 
Umpatan Kasar & Binatang,kampretos,memang kampretos
Umpatan Kasar & Binatang,hukum astrofisika blast beat astramanunggal gagas prof hasan sadino bob sadikin kali bagi tara hitung kiri kanan lebaran,"Menurut hukum astrofisika blast beat astramanunggal yang digagas oleh prof Hasan Sadino dan Bob Sadikin maka perkalian dan pembagian setara, sehingga dihitung dari kiri ke kanan. 
Jadi :
20 + 5 x 5 =
20 + 25 = 11 hari lagi lebaran.
Begitu kira2nya"
Umpatan Kasar & Binatang,kampretos emang si yubo,Kampretos kedua emang ini setelah si yubo
Umpatan Kasar & Binatang,wkwkwk heueuh kitu,Wkwkwk heueuh kitu..
Umpatan Kasar & Binatang,ga endingnya monyet,ga ada endingnya!!!!!!  monyet kamu!!!!!
Umpatan Kasar & Binatang,tolong jelasin pake bahasa monyet,TOLONG JELASIN PAKE BAHASA MONYET
Umpatan Kasar & Binatang,ganti ngepohin sosmed yg,"Bisa kok, tapi ganti ngepohin sosmed dia yg lain lagi."
Umpatan Kasar & Binatang,tim nonton pas only boo lumayan gaet tp banget monyet habis mawineerr gonjang ganjing,"Tim nonton pas only boo, lumayan kegaet tp masuk banget jadi monyet habis MAWINEERR GONJANG GANJING"
Umpatan Kasar & Binatang,udh kritikus loh kak yg blg kalo tf tv sampah jd trans tv acara yuk keep smile yg ga didik malu loh kak udh capek jd wna eh jd badut topeng monyet,"itu udh kritikus sendiri loh kak yg blg kalo TF1 itu tv sampah jd 11 12 mirip trans tv dengan acara yuk keep smile yg ga mendidik , harusnya malu loh kak udh capek jd wna eh malah jd badut topeng monyet di sana "
Umpatan Kasar & Binatang,bacot kontol minimal sesuai konteks kontol gausah lebar kemanamana otak dipake kontol emang gw bela wotagrafer hahgw ga monyetada gaotak dipake bangsat,"Bacot kontol, minimal sesuai konteks lah kontol gausah melebar kemana-mana. Otak dipake kontol. Emang ada gw bela wotagrafer hah?GW TANYA ADA GA MONYET?ADA GA?!OTAK DIPAKE BANGSAT"
Umpatan Kasar & Binatang,monyet media,monyet u media
Umpatan Kasar & Binatang,tanda lampu ijo after first date,tanda kamu lampu ijo after first date
Umpatan Kasar & Binatang,ngopi kuy ngopi,ngopi kuy ngopi
Umpatan Kasar & Binatang,suka bilang cowok denger metal yg denger kpop bencong ngaku hindia homophobic ngaku dukung palestine bela radiohead kaya bela nabi alibi gua mah nikmatin karya aja gk hubung orgnya tai monyet,"suka bilang:
cowok harus denger metal
yg denger kpop bencong

- ngaku hindia tapi homophobic.
- ngaku dukung palestine tapi bela radiohead kaya bela nabi.
alibinya selalu sama gua mah nikmatin karyanya aja gk ada hubungan sama orgnya tai monyet."
Umpatan Kasar & Binatang,kakk,kamu pantas kok kakk
Umpatan Kasar & Binatang,nama app kandang monyet,Nama nya juga app kandang monyet
Umpatan Kasar & Binatang,pliss iya banget lagiii wkwkw,pliss iya banget lagiii wkwkw
Umpatan Kasar & Binatang,love you mama gabisa hidup mama me myself guweh pokok mama aja adh monyet tinggal,"i love you mama, gabisa hidup tanpa mama adalah me myself guweh, pokoknya mau sama mama aja (adh monyet baru ditinggal)"
Umpatan Kasar & Binatang,cape sih,cape juga sih
Umpatan Kasar & Binatang,,saya
Umpatan Kasar & Binatang,pribadi gak tuh tau ngelive ngebbl kunyuk repot ss crop abis disimpen galeri hp cuman bikin twit kayak gitu banget effortnya,Aku pribadi gak ada tuh yang tau mereka pada ngelive atau ngebbl apa. Tapi ini kunyuk satu sampai repot2 ss dan crop abis itu disimpen di galeri hp dia cuman untuk bikin twit kayak gitu. Ada banget effortnya
Umpatan Kasar & Binatang,yee si kunyuk kecut bangsat,"Yee si KUNYUK, pengecut bangsat"
Umpatan Kasar & Binatang,gila co ah sedih bgt kunyuk,gila co ah sedih bgt kunyuk
Umpatan Kasar & Binatang,opini gua rakyat iran yg hak nilai lu hina tuli hina tuli bilang tolol kunyuk lo,"Opini gua rakyat Iran yg berhak menilai, tapi lu menghina TULI. 

Menghina orang tuli, tidak mau dibilang tolol. Kunyuk lo   !!"
Umpatan Kasar & Binatang,kunyuk,kunyuk
Umpatan Kasar & Binatang,rakyat dukung perintah kagak aja lol parah prabowo bot jokowi jokowi kek kunyuk eh si bot kek anj,"Rakyat dukung kalau pemerintah kagak sama aja lol, lebih parah prabowo boti daripada jokowi dulu jokowi kek kunyuk eh si boti kek anj"
Umpatan Kasar & Binatang,lbi kunyuk fisika kentut,lbi nya kunyuk ada fisika kentut
Umpatan Kasar & Binatang,asli cutie pie kunyuk kunyuk,aslinya cutie pie kunyuk kunyuk
Umpatan Kasar & Binatang,meter tolol bangsaaat menteri kunyuk,METERI TOLOL BANGSAAAT MENTERI KUNYUK
Umpatan Kasar & Binatang,tai kesel si gua timnas udah oke gara si kunyuk patrick gak pildunn tot tot,"Tai kesel si gua timnas udah oke, gara2 si kunyuk Patrick gak jadi pildunn tot tot"
Umpatan Kasar & Binatang,eits salah nikmat pertama si kunyuk boston,eits jangan salah penikmat pertamanya si kunyuk boston
